from_station_name,to_station_name,month,year,sum_values_pass
מזכרת בתיה,חיפה מרכז,11,2025,167
רעננה מערב,רמלה,11,2025,118
קרית מוצקין,חיפה מרכז,11,2025,3659
אשקלון,בית יהושע,11,2025,771
באר יעקב,מודיעין מרכז,11,2025,69
חיפה מרכז,לוד,11,2025,548
צומת חולון,עתלית,11,2025,12
יבנה מזרח,ראשונים,11,2025,13
עתלית,"נתב""ג",11,2025,885
קרית מלאכי,חדרה מערב,11,2025,203
שדרות,ראשונים,11,2025,10
לוד גני אביב,בני ברק,11,2025,76
באר יעקב,תל אביב מרכז,11,2025,9352
חוצות מפרץ,ירושלים/יצחק נבון,11,2025,1024
רמלה,קרית מלאכי,11,2025,545
בנימינה,קיסריה פרדס חנה,11,2025,406
באר שבע מרכז,כרמיאל,11,2025,2186
יבנה מערב,רמלה,11,2025,79
כפר סבא,"נתב""ג",11,2025,789
באר יעקב,חוף הכרמל,11,2025,393
חולון וולפסון,מודיעין מרכז,11,2025,181
מודיעין מרכז,חיפה מרכז,11,2025,701
בני ברק,חולון וולפסון,11,2025,358
כפר חבד,נתניה,11,2025,862
ראש העין צפון,חוף הכרמל,11,2025,713
מודיעין מרכז,יבנה מערב,11,2025,199
מודיעין מרכז,ירושלים/יצחק נבון,11,2025,24146
תא אוניברסיטה,בנימינה,11,2025,16630
בת גלים,נתניה,11,2025,1475
ראש העין צפון,"נתב""ג",11,2025,261
ראשונים,חוף הכרמל,11,2025,126
חדרה מערב,שדרות,11,2025,306
צומת חולון,חוף הכרמל,11,2025,123
קרית גת,בית יהושע,11,2025,248
קיסריה פרדס חנה,באר שבע צפון,11,2025,262
עתלית,תל אביב מרכז,11,2025,3681
אשדוד עד הלום,פאתי מודיעין,11,2025,78
בת ים יוספטל,לוד גני אביב,11,2025,155
צומת חולון,יבנה מזרח,11,2025,4
ירושלים/יצחק נבון,בני ברק,11,2025,824
"נתב""ג",באר שבע צפון,11,2025,1614
להבים רהט,קיסריה פרדס חנה,11,2025,64
נהריה,נתיבות,11,2025,131
חולון וולפסון,חדרה מערב,11,2025,305
חוצות מפרץ,חיפה מרכז,11,2025,547
אשקלון,בת גלים,11,2025,467
בנימינה,עפולה,11,2025,231
הוד השרון,השלום,11,2025,13101
קרית גת,בנימינה,11,2025,592
עכו,קרית חיים,11,2025,877
בית שאן,כפר ברוך,11,2025,749
חוף הכרמל,מודיעין מרכז,11,2025,1694
בית שאן,רחובות,11,2025,111
מודיעין מרכז,קרית גת,11,2025,192
חדרה מערב,מרכזית המפרץ/קו החוף,11,2025,2238
חיפה מרכז,ראש העין צפון,11,2025,348
רחובות,דימונה,11,2025,18
בת ים יוספטל,סגולה,11,2025,556
כפר ברוך,רחובות,11,2025,59
עכו,בנימינה,11,2025,1117
קרית אריה,"רשל""צ משה דיין",11,2025,1884
בת ים קוממיות,כפר סבא,11,2025,293
דימונה,חוף הכרמל,11,2025,25
השלום,דימונה,11,2025,165
תל אביב ההגנה,נתיבות,11,2025,1561
קרית מלאכי,נתניה קריית ספיר,11,2025,117
חיפה מרכז,כפר סבא,11,2025,312
השלום,בת גלים,11,2025,8871
מזכרת בתיה,בנימינה,11,2025,269
נהריה,קרית אריה,11,2025,612
פאתי מודיעין,בת ים יוספטל,11,2025,87
אופקים,באר שבע מרכז,11,2025,2521
אחיהוד,סגולה,11,2025,13
בת ים יוספטל,רחובות,11,2025,498
דימונה,נתניה קריית ספיר,11,2025,8
באר שבע מרכז,רחובות,11,2025,2104
הרצליה,כפר יהושע,11,2025,232
כפר יהושע,אשדוד עד הלום,11,2025,67
אשדוד עד הלום,חדרה מערב,11,2025,1008
תל אביב ההגנה,באר שבע מרכז,11,2025,6988
בת גלים,מרכזית המפרץ/קו החוף,11,2025,4380
קיסריה פרדס חנה,ראשונים,11,2025,65
תל אביב מרכז,חיפה מרכז,11,2025,8116
יבנה מזרח,נהריה,11,2025,80
קרית מלאכי,בנימינה,11,2025,305
בית שאן,לוד גני אביב,11,2025,10
כרמיאל,בית יהושע,11,2025,309
חוצות מפרץ,יבנה מערב,11,2025,85
כרמיאל,באר יעקב,11,2025,87
תל אביב ההגנה,יבנה מזרח,11,2025,854
"נתב""ג",קרית אריה,11,2025,313
בת גלים,צומת חולון,11,2025,83
חוף הכרמל,"נתב""ג",11,2025,9559
תל אביב מרכז,קרית גת,11,2025,7543
אשקלון,להבים רהט,11,2025,31
להבים רהט,תל אביב ההגנה,11,2025,1728
קרית מלאכי,בני ברק,11,2025,22
הרצליה,עפולה,11,2025,487
רעננה מערב,בנימינה,11,2025,338
שדרות,באר שבע צפון,11,2025,1969
יבנה מערב,בני ברק,11,2025,1268
סגולה,בית שמש,11,2025,32
נתניה,לוד,11,2025,2311
כפר ברוך,כפר יהושע,11,2025,81
בית יהושע,מודיעין מרכז,11,2025,364
בת גלים,שדרות,11,2025,74
קרית גת,מרכזית המפרץ/קו החוף,11,2025,798
חוצות מפרץ,פאתי מודיעין,11,2025,77
חוף הכרמל,תל אביב מרכז,11,2025,28197
עכו,נתניה קריית ספיר,11,2025,325
קרית אריה,חדרה מערב,11,2025,766
בית יהושע,קרית גת,11,2025,274
קרית אריה,נתניה קריית ספיר,11,2025,468
צומת חולון,בת ים יוספטל,11,2025,124
יבנה מערב,קיסריה פרדס חנה,11,2025,228
עפולה,רמלה,11,2025,93
בית יהושע,נתניה,11,2025,719
קיסריה פרדס חנה,קרית גת,11,2025,146
רעננה דרום,בני ברק,11,2025,321
כפר ברוך,נתניה,11,2025,59
סגולה,עתלית,11,2025,59
השלום,קרית מוצקין,11,2025,12055
יבנה מערב,חוף הכרמל,11,2025,652
לוד גני אביב,כפר חבד,11,2025,44
עכו,חדרה מערב,11,2025,589
עתלית,באר שבע צפון,11,2025,86
חדרה מערב,מודיעין מרכז,11,2025,656
אופקים,תל אביב ההגנה,11,2025,1602
הרצליה,באר יעקב,11,2025,2041
קרית מוצקין,אופקים,11,2025,197
תא אוניברסיטה,נהריה,11,2025,4744
באר שבע צפון,עתלית,11,2025,92
השלום,בת ים יוספטל,11,2025,10021
עתלית,חדרה מערב,11,2025,194
כרמיאל,קרית אריה,11,2025,250
רחובות,ראש העין צפון,11,2025,358
עתלית,מודיעין מרכז,11,2025,201
קרית אריה,צומת חולון,11,2025,232
חוצות מפרץ,כרמיאל,11,2025,2551
שדרות,קרית גת,11,2025,6
ראש העין צפון,ראשונים,11,2025,17
קרית חיים,עתלית,11,2025,89
בני ברק,פאתי מודיעין,11,2025,66
בנימינה,הרצליה,11,2025,6851
אחיהוד,מודיעין מרכז,11,2025,27
קרית מוצקין,רחובות,11,2025,628
קרית חיים,בת גלים,11,2025,2291
פאתי מודיעין,ראש העין צפון,11,2025,36
כפר חבד,כרמיאל,11,2025,230
בת ים יוספטל,כפר חבד,11,2025,272
קרית גת,באר יעקב,11,2025,66
באר יעקב,שדרות,11,2025,91
תל אביב ההגנה,בית שאן,11,2025,511
בית שאן,ראש העין צפון,11,2025,90
בת גלים,עתלית,11,2025,1543
צומת חולון,בית שמש,11,2025,14
חדרה מערב,קרית מוצקין,11,2025,1257
אחיהוד,נתניה קריית ספיר,11,2025,101
חוצות מפרץ,חולון וולפסון,11,2025,91
בית שאן,עתלית,11,2025,198
אחיהוד,אופקים,11,2025,35
תל אביב מרכז,חוצות מפרץ,11,2025,2921
אופקים,כפר סבא,11,2025,361
מרכזית המפרץ/קו החוף,אשקלון,11,2025,1376
השלום,פאתי מודיעין,11,2025,12359
בנימינה,אחיהוד,11,2025,66
בני ברק,קרית מוצקין,11,2025,214
מזכרת בתיה,תל אביב מרכז,11,2025,4791
קרית אריה,נתיבות,11,2025,355
אופקים,להבים רהט,11,2025,8
הרצליה,יבנה מזרח,11,2025,1105
מזכרת בתיה,כפר סבא,11,2025,97
נתיבות,בת גלים,11,2025,61
תא אוניברסיטה,בת גלים,11,2025,4527
בת גלים,יבנה מערב,11,2025,268
רעננה דרום,כרמיאל,11,2025,121
"נתב""ג",קרית גת,11,2025,836
כפר יהושע,מזכרת בתיה,11,2025,19
לוד גני אביב,כפר סבא,11,2025,39
בית שמש,רעננה מערב,11,2025,72
צומת חולון,בית שאן,11,2025,20
בני ברק,בת ים יוספטל,11,2025,1468
קרית חיים,באר יעקב,11,2025,16
קרית חיים,קרית גת,11,2025,48
כפר ברוך,לוד,11,2025,85
אשקלון,השלום,11,2025,24075
צומת חולון,נתיבות,11,2025,161
בית יהושע,באר יעקב,11,2025,251
רעננה דרום,יבנה מערב,11,2025,274
תל אביב ההגנה,דימונה,11,2025,96
סגולה,השלום,11,2025,5302
בית יהושע,באר שבע מרכז,11,2025,1515
סגולה,שדרות,11,2025,334
בת ים יוספטל,תל אביב ההגנה,11,2025,1089
הוד השרון,ראש העין צפון,11,2025,741
לוד,ראשונים,11,2025,1963
קיסריה פרדס חנה,תל אביב מרכז,11,2025,13937
תל אביב ההגנה,חולון וולפסון,11,2025,975
באר יעקב,קרית אריה,11,2025,145
בית שמש,כפר ברוך,11,2025,19
חדרה מערב,נתיבות,11,2025,200
עכו,תא אוניברסיטה,11,2025,2951
קרית מוצקין,מודיעין מרכז,11,2025,631
כפר סבא,מרכזית המפרץ/קו החוף,11,2025,568
להבים רהט,בנימינה,11,2025,243
פאתי מודיעין,"רשל""צ משה דיין",11,2025,49
בת גלים,חיפה מרכז,11,2025,517
צומת חולון,חולון וולפסון,11,2025,81
ירושלים/יצחק נבון,כפר חבד,11,2025,1907
מודיעין מרכז,רמלה,11,2025,37
דימונה,באר יעקב,11,2025,7
קרית גת,נתניה קריית ספיר,11,2025,166
באר שבע צפון,רעננה דרום,11,2025,311
צומת חולון,עכו,11,2025,27
באר שבע צפון,חיפה מרכז,11,2025,453
כרמיאל,בני ברק,11,2025,124
סגולה,בנימינה,11,2025,367
פאתי מודיעין,חולון וולפסון,11,2025,98
בית שמש,תל אביב ההגנה,11,2025,3296
חוצות מפרץ,דימונה,11,2025,1
באר שבע צפון,נהריה,11,2025,620
באר שבע מרכז,כפר ברוך,11,2025,110
נתניה,ראש העין צפון,11,2025,555
קיסריה פרדס חנה,דימונה,11,2025,7
צומת חולון,באר יעקב,11,2025,17
הרצליה,צומת חולון,11,2025,393
בת ים קוממיות,השלום,11,2025,6380
בת גלים,עפולה,11,2025,4864
בת ים קוממיות,נתיבות,11,2025,241
עכו,כפר סבא,11,2025,174
בית שמש,נתניה קריית ספיר,11,2025,132
סגולה,חדרה מערב,11,2025,175
כפר יהושע,תא אוניברסיטה,11,2025,848
בת ים קוממיות,ראשונים,11,2025,2
בית יהושע,הרצליה,11,2025,3372
חיפה מרכז,תא אוניברסיטה,11,2025,4101
אשדוד עד הלום,בית יהושע,11,2025,520
קרית מוצקין,כפר חבד,11,2025,474
שדרות,אחיהוד,11,2025,9
אשדוד עד הלום,בית שמש,11,2025,250
נתיבות,עתלית,11,2025,19
חוף הכרמל,בית שמש,11,2025,378
חוף הכרמל,בת ים קוממיות,11,2025,362
בנימינה,כפר יהושע,11,2025,132
עכו,אחיהוד,11,2025,3
הרצליה,קרית חיים,11,2025,269
נתניה,הוד השרון,11,2025,288
אופקים,אשדוד עד הלום,11,2025,2977
פאתי מודיעין,אשדוד עד הלום,11,2025,76
השלום,להבים רהט,11,2025,4853
נהריה,באר שבע צפון,11,2025,587
חולון וולפסון,בית יהושע,11,2025,168
באר שבע צפון,קרית גת,11,2025,4255
תל אביב ההגנה,קרית חיים,11,2025,618
קרית מלאכי,בת ים קוממיות,11,2025,53
עתלית,חוף הכרמל,11,2025,917
כפר יהושע,באר שבע מרכז,11,2025,282
קרית גת,חדרה מערב,11,2025,575
"רשל""צ משה דיין",יבנה מזרח,11,2025,9
תא אוניברסיטה,קרית מלאכי,11,2025,1215
תא אוניברסיטה,חדרה מערב,11,2025,10651
ראש העין צפון,בת ים קוממיות,11,2025,221
"נתב""ג",לוד,11,2025,707
נתניה,תא אוניברסיטה,11,2025,10867
קרית אריה,בת גלים,11,2025,543
לוד גני אביב,מודיעין מרכז,11,2025,46
רעננה דרום,רחובות,11,2025,272
בת ים קוממיות,מזכרת בתיה,11,2025,40
בית שמש,"נתב""ג",11,2025,377
אחיהוד,אשקלון,11,2025,68
כפר חבד,"רשל""צ משה דיין",11,2025,84
ראש העין צפון,באר יעקב,11,2025,81
מזכרת בתיה,בית יהושע,11,2025,102
נתיבות,באר יעקב,11,2025,96
בת ים יוספטל,קיסריה פרדס חנה,11,2025,212
ראשונים,קיסריה פרדס חנה,11,2025,92
השלום,"רשל""צ משה דיין",11,2025,15760
מרכזית המפרץ/קו החוף,שדרות,11,2025,280
אשדוד עד הלום,אחיהוד,11,2025,20
ירושלים/יצחק נבון,חוצות מפרץ,11,2025,969
ראש העין צפון,יבנה מזרח,11,2025,6
לוד,קרית מלאכי,11,2025,720
חוף הכרמל,בית יהושע,11,2025,858
מרכזית המפרץ/קו החוף,קרית מוצקין,11,2025,3795
חדרה מערב,עפולה,11,2025,93
חיפה מרכז,מזכרת בתיה,11,2025,182
רמלה,בנימינה,11,2025,397
רחובות,רעננה דרום,11,2025,321
קרית אריה,דימונה,11,2025,5
תל אביב מרכז,קרית אריה,11,2025,822
שדרות,פאתי מודיעין,11,2025,53
בנימינה,כפר ברוך,11,2025,77
"נתב""ג",מזכרת בתיה,11,2025,206
צומת חולון,"נתב""ג",11,2025,138
ראשונים,עכו,11,2025,26
יבנה מזרח,באר שבע צפון,11,2025,60
ראשונים,תל אביב מרכז,11,2025,612
מרכזית המפרץ/קו החוף,כפר סבא,11,2025,540
בני ברק,בת ים קוממיות,11,2025,528
קרית גת,פאתי מודיעין,11,2025,46
עכו,קרית מלאכי,11,2025,345
רעננה דרום,קרית מלאכי,11,2025,40
חיפה מרכז,הוד השרון,11,2025,252
חולון וולפסון,בית שמש,11,2025,77
בית שמש,מודיעין מרכז,11,2025,30
לוד,הרצליה,11,2025,2383
ראש העין צפון,עכו,11,2025,278
יבנה מערב,כפר חבד,11,2025,22
בני ברק,צומת חולון,11,2025,626
חיפה מרכז,קרית אריה,11,2025,364
קרית אריה,באר שבע צפון,11,2025,770
תל אביב מרכז,הרצליה,11,2025,23988
"רשל""צ משה דיין",אופקים,11,2025,1457
רמלה,רעננה מערב,11,2025,90
בית שמש,שדרות,11,2025,123
"רשל""צ משה דיין",רחובות,11,2025,96
קרית חיים,חיפה מרכז,11,2025,1230
אחיהוד,חולון וולפסון,11,2025,16
צומת חולון,חדרה מערב,11,2025,157
כפר חבד,בית יהושע,11,2025,213
מודיעין מרכז,מרכזית המפרץ/קו החוף,11,2025,1558
"נתב""ג",יבנה מזרח,11,2025,95
קרית מלאכי,דימונה,11,2025,10
כרמיאל,קרית חיים,11,2025,623
באר יעקב,רעננה דרום,11,2025,114
קרית מוצקין,בית שמש,11,2025,234
"נתב""ג",חיפה מרכז,11,2025,3723
בת גלים,קרית גת,11,2025,195
סגולה,קרית מלאכי,11,2025,55
בני ברק,חדרה מערב,11,2025,561
נתניה קריית ספיר,כפר יהושע,11,2025,51
כפר חבד,אופקים,11,2025,98
קיסריה פרדס חנה,חיפה מרכז,11,2025,580
