Year,Month,WeekPeriod,train_station_code,StationName,Train_number,Planned_Train_Arrivel_Time,PassengersAscending,PassengersDescending,event_type
2026,4,יום חול,3600,,8220,05:35:00,,,to_tlv
2026,4,יום חול,9700,,618,05:35:00,,,from_tlv
2026,4,שישי,3700,,6715,05:35:00,,,to_tlv
2026,4,שישי,1400,,6023,05:35:00,,,from_tlv
2026,4,יום חול,2300,,101,05:36:00,,,from_tlv
2026,4,יום חול,3300,,6220,05:36:00,,,to_tlv
2026,4,יום חול,2800,,6021,05:36:00,,,from_tlv
2026,4,יום חול,5000,,8222,05:36:00,,,from_tlv
2026,4,יום חול,6900,,20,05:36:00,,,from_tlv
2026,4,יום חול,5000,,222,05:36:00,,,from_tlv
2026,4,שישי,3300,,6220,05:36:00,,,to_tlv
2026,4,יום חול,6900,,8020,05:36:00,,,from_tlv
2026,4,שישי,2800,,6021,05:36:00,,,from_tlv
2026,4,יום חול,9600,,609,05:36:00,,,to_tlv
2026,4,יום חול,2800,,221,05:37:00,,,from_tlv
2026,4,יום חול,2800,,8221,05:37:00,,,from_tlv
2026,4,יום חול,5300,,6222,05:37:00,,,from_tlv
2026,4,יום חול,8800,,613,05:37:00,,,from_tlv
2026,4,יום חול,5150,,953,05:37:00,,,to_tlv
2026,4,יום חול,6150,,6020,05:37:00,,,from_tlv
2026,4,שישי,5300,,6222,05:37:00,,,from_tlv
2026,4,שישי,4660,,6611,05:37:00,,,to_tlv
2026,4,שישי,6150,,6020,05:37:00,,,from_tlv
2026,4,שישי,3500,,6012,05:37:00,,,to_tlv
2026,4,יום חול,2940,,301,05:38:00,,,from_tlv
